Department  ,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/11/2008,02/11/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/24/2008,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/15/2008,09/15/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/23/1999,06/30/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/13/2000,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/24/2008,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/12/2007,03/12/2007,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/21/2008,07/21/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/08/1997,02/25/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/24/2008,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/16/2008,06/23/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/09/2009,02/09/2009,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/08/1994,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/09/2009,02/09/2009,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/21/2008,07/21/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/24/2007,09/24/2007,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/14/2008,07/14/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/16/2007,04/16/2007,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/23/2006,08/23/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/23/2006,10/23/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/08/2005,08/08/2005,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/16/2007,04/16/2007,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/02/2006,10/02/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/02/2006,10/02/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/23/2006,08/23/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/08/2005,08/08/2005,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/23/2006,10/23/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/07/2005,03/31/2008,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/08/2005,08/08/2005,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/08/2005,08/08/2005,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/16/2007,04/16/2007,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/23/2006,08/23/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/23/2006,08/23/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/15/2006,05/15/2006,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/13/1996,08/08/2005,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/16/2007,04/16/2007,Nonexempt,61318.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/08/2005,08/08/2005,Nonexempt,61318.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,01/04/2010,07/18/2020,Nonexempt,61854.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,07/07/2008,10/24/2020,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,03/24/2008,10/24/2020,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,07/21/2008,01/17/2017,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,01/20/2009,01/16/2021,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,06/09/2008,03/07/2020,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,09/29/2008,02/16/2019,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,09/24/2007,03/07/2020,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,08/18/2008,02/16/2019,Nonexempt,63400.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,11/08/2007,02/16/2019,Nonexempt,63400.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,07/09/2012,03/13/2021,Nonexempt,64100.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/06/2012,01/16/2021,Nonexempt,64100.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/06/2012,01/16/2021,Nonexempt,64100.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/21/2003,03/21/2003,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/29/2001,05/29/2001,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/26/2004,03/26/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/26/2004,03/26/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/26/2004,03/26/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/26/2003,09/26/2003,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/28/2005,03/28/2005,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/23/2004,09/23/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/03/2002,03/06/2003,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/20/2002,01/22/2008,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/28/2005,03/28/2005,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/26/2004,03/26/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/28/2005,03/28/2005,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/23/2004,09/23/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/23/2004,09/23/2004,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/26/2003,09/26/2003,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/05/2002,09/05/2002,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/14/2003,03/14/2003,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/17/2003,03/17/2003,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/28/2005,03/28/2005,Nonexempt,64384.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/06/1998,02/23/2001,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/28/1996,01/19/1999,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/10/1995,01/08/1999,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/05/1996,09/23/1999,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/21/2002,02/21/2002,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/11/2000,09/11/2000,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/16/2000,10/16/2000,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/19/2002,02/19/2002,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/18/1997,02/23/2001,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/14/1994,05/15/1996,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/05/1996,01/10/1997,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/18/1997,06/29/2006,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/28/2000,08/28/2000,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/12/1996,09/23/1999,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/18/1997,02/23/2001,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/12/1998,01/12/1998,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/06/1996,05/15/1996,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/18/1997,02/23/2001,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/07/2000,02/07/2000,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/20/2002,02/20/2002,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/13/1998,02/23/2001,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/06/1998,09/23/1999,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/28/1996,03/30/1997,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/18/2000,09/18/2000,Nonexempt,65671.68
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/19/1999,02/23/2001,Nonexempt,65671.68
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,02/13/2006,01/16/2021,Nonexempt,66570.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,05/15/2006,10/23/2015,Nonexempt,66570.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,11/07/2005,06/23/2016,Nonexempt,66570.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,09/15/2008,01/16/2021,Nonexempt,67305.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,07/21/2008,10/24/2020,Nonexempt,67305.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,08/17/2009,01/16/2021,Nonexempt,67305.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,09/20/2010,03/07/2020,Nonexempt,67305.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,09/23/2004,01/17/2017,Nonexempt,68235.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,03/05/2007,07/03/2014,Nonexempt,68235.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/28/1989,05/15/1996,Nonexempt,68324.97
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/06/1989,05/15/1996,Nonexempt,68324.98
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/27/1992,03/01/2012,Nonexempt,68324.98
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,03/24/2008,05/24/2019,Nonexempt,68988.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/11/2008,05/24/2019,Nonexempt,68988.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/06/1989,05/15/1996,Nonexempt,69364.74
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,10/02/2006,03/07/2020,Nonexempt,72437.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,09/05/2002,03/13/2021,Nonexempt,72437.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,04/16/2007,03/07/2020,Nonexempt,72437.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,03/26/2004,07/18/2020,Nonexempt,72437.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,10/28/1996,11/13/2013,Nonexempt,73437.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,07/06/1998,12/21/2012,Nonexempt,74248.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,08/05/1996,07/12/2012,Nonexempt,74248.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,09/23/2004,08/03/2019,Nonexempt,74248.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,01/24/2000,07/03/2014,Nonexempt,74248.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/07/2000,10/29/2010,Nonexempt,77960.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,08/05/1996,11/13/2009,Nonexempt,77960.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,09/23/2004,05/02/2012,Nonexempt,77960.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/10/1997,10/24/2020,Nonexempt,77960.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,11/14/1994,08/20/2010,Nonexempt,77960.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/10/1997,01/05/2010,Nonexempt,77960.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,05/15/2006,01/16/2021,Exempt,78698.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,11/07/2005,10/24/2020,Exempt,78698.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,09/24/2007,03/13/2021,Exempt,78698.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,01/04/2010,03/13/2021,Exempt,78698.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,07/06/1998,03/29/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,07/10/1995,09/17/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,02/22/2000,09/18/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,01/19/1999,09/17/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,08/05/1996,09/17/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,05/06/1996,09/17/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,01/16/1990,09/17/2007,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,05/06/1996,11/15/2006,Nonexempt,79909.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,10/02/2000,04/15/2008,Nonexempt,79909.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,03/20/2003,08/03/2019,Exempt,82633.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,01/27/1992,09/22/2005,Nonexempt,83905.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,01/25/1993,12/23/2008,Nonexempt,83905.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,08/05/1996,04/17/2021,Nonexempt,83907.20
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,08/18/1997,05/24/2019,Exempt,84699.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,08/18/1997,04/17/2021,Exempt,84699.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,02/19/2002,01/17/2017,Exempt,88934.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,01/16/1990,01/16/2021,Exempt,88934.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,08/15/1988,11/15/2006,Nonexempt,90303.00
Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,11/16/1987,03/29/2007,Nonexempt,92109.06
Police Field Operations-Sworn,Police Captain,Permanent Full-time,01/12/1998,03/13/2021,Exempt,95302.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,06/05/1979,03/13/2021,Exempt,102071.00
Police Field Operations-Sworn,Police Lieutenant,Permanent Full-time,04/01/1984,08/04/2008,Exempt,102071.27
Police Field Operations-Sworn,Police Captain,Permanent Full-time,08/15/1988,11/21/2020,Exempt,102569.00
Police Field Operations-Sworn,Assistant Chief Of Police,Permanent Full-time,11/13/2000,03/13/2021,Exempt,105600.00
Police Field Operations-Sworn,Police Captain,Permanent Full-time,02/06/1989,12/21/2012,Exempt,110390.00
Police Investigative Svc-Civil,Administrative Assistant I,Permanent Full-time,02/27/2012,02/27/2012,Nonexempt,35133.90
Police Investigative Svc-Civil,Stenographic Reporter,Permanent Full-time,10/15/2018,10/15/2018,Nonexempt,38083.74
Police Investigative Svc-Civil,Administrative Assistant I,Permanent Full-time,01/08/1997,12/14/1998,Nonexempt,38794.81
Police Investigative Svc-Civil,Stenographic Reporter,Permanent Full-time,08/19/2013,08/19/2013,Nonexempt,39622.32
Police Investigative Svc-Civil,Crime Analyst,Permanent Full-time,09/14/2019,09/14/2019,Exempt,48000.00
Police Investigative Svc-Civil,Stenographic Reporter,Permanent Full-time,12/20/2004,12/20/2004,Nonexempt,49490.55
Police Investigative Svc-Civil,Crime Analyst,Permanent Full-time,03/25/2015,03/25/2015,Exempt,53157.30
Police Investigative Svc-Civil,"Crime Analyst, Senior",Permanent Full-time,12/19/2001,09/08/2014,Exempt,63294.50
Police Investigative Svc-Civil,Project Coordinator,Permanent Full-time,01/24/1996,05/15/1996,Exempt,63497.31
Police Investigative Svc-Civil,"Crime Analyst, Senior",Permanent Full-time,04/08/1997,09/08/2014,Exempt,64899.22
Police Investigative Svc-Sworn,Police Recruit,Permanent Full-time,01/04/2021,01/04/2021,Nonexempt,40000.00
